Municipio;ibge;cep
MA_ZE_DOCA;2114007;
MG_ABADIA_DOS_DOURADOS;3100104;
MG_ABAETE;3100203;
MG_ABRE_CAMPO;3100302;
MG_ABRE_CAMPO_(GRANADA);3100302;
MG_ACAIACA;3100401;
MG_ACUCENA;3100500;
MG_ACUCENA_(ARAMIRIM);3100500;
MG_ACUCENA_(FELICINA);3100500;
MG_ACUCENA_(GAMA);3100500;
MG_ACUCENA_(NAQUE-NANUQUE);3100500;
MG_AGUA_BOA;3100609;
MG_AGUA_BOA_(CATEQUESES);3100609;
MG_AGUA_BOA_(NOVO_BONFIM);3100609;
MG_AGUA_BOA_(PALMEIRA_DE_RESPLENDOR);3100609;
MG_AGUA_COMPRIDA;3100708;
MG_AGUANIL;3100807;
MG_AGUANIL_(BOTICAO);3100807;
MG_AGUAS_FORMOSAS_(AGUA_QUENTE);3100906;
MG_AGUAS_FORMOSAS;3100906;
MG_AGUAS_VERMELHAS;3101003;
MG_AGUAS_VERMELHAS_(ITAMARATI);3101003;
MG_AGUAS_VERMELHAS_(MACHADO_MINEIRO);3101003;
MG_AIMORES;3101102;
MG_AIMORES_(ALTO_DO_CAPIM);3101102;
MG_AIMORES_(CONCEICAO_DO_CAPIM);3101102;
MG_AIMORES_(EXPEDICIONARIO_ALICIO);3101102;
MG_AIMORES_(MUNDO_NOVO_DE_MINAS);3101102;
MG_AIMORES_(PENHA_DO_CAPIM);3101102;
MG_AIMORES_(SANTO_ANTONIO_DO_RIO_DOCE);3101102;
MG_AIMORES_(SAO_JOSE_DO_LIMOEIRO);3101102;
MG_AIMORES_(SAO_SEBASTIAO_DA_VALA);3101102;
MG_AIMORES_(TABAUNA);3101102;
MG_AIURUOCA;3101201;
MG_ALAGOA;3101300;
MG_ALBERTINA;3101409;
MG_ALEM_PARAIBA;3101508;
MG_ALEM_PARAIBA_(ANGUSTURA);3101508;
MG_ALFENAS;3101607;
MG_ALFENAS_(BARRANCO_ALTO);3101607;
MG_ALFREDO_VASCONCELOS;3101631;
MG_ALFREDO_VASCONCELOS_(POTREIRO);3101631;
MG_ALFREDO_VASCONCELOS_(SAO_JOSE_DE_POUSO_ALEGRE);3101631;
MG_ALMENARA;3101706;
MG_ALMENARA_(PEDRA_GRANDE);3101706;
MG_ALPERCATA;3101805;
MG_ALPINOPOLIS;3101904;
MG_ALTEROSA;3102001;
MG_ALTEROSA_(DIVINO_ESPIRITO_SANTO);3102001;
MG_ALTO_CAPARAO;3102050;
MG_ALTO_JEQUITIBA;3153509;
MG_ALTO_JEQUITIBA_(PADRE_JULIO_MARIA);3153509;
MG_ALTO_RIO_DOCE_(ABREUS);3102100;
MG_ALTO_RIO_DOCE;3102100;
MG_ALTO_RIO_DOCE_(MISSIONARIO);3102100;
MG_ALTO_RIO_DOCE_(VITORINOS);3102100;
MG_ALVARENGA;3102209;
MG_ALVINOPOLIS;3102308;
MG_ALVINOPOLIS_(BARRETOS_DE_ALVINOPOLIS);3102308;
MG_ALVINOPOLIS_(FONSECA);3102308;
MG_ALVINOPOLIS_(MAJOR_EZEQUIEL);3102308;
MG_ALVORADA_DE_MINAS;3102407;
MG_ALVORADA_DE_MINAS_(ITAPANHOACANGA);3102407;
MG_AMPARO_DO_SERRA;3102506;
MG_AMPARO_DO_SERRA_(PADRE_FELISBERTO);3102506;
MG_ANDRADAS;3102605;
MG_ANDRADAS_(CAMPESTRINHO);3102605;
MG_ANDRADAS_(GRAMINEA);3102605;
MG_ANDRELANDIA;3102803;
MG_ANGELANDIA;3102852;
MG_ANTONIO_CARLOS;3102902;
MG_ANTONIO_CARLOS_(CURRAL_NOVO_DE_MINAS);3102902;
MG_ANTONIO_CARLOS_(DR._SA_FORTES);3102902;
MG_ANTONIO_CARLOS_(SAO_SEBASTIAO_DE_CAMPOLIDE);3102902;
MG_ANTONIO_DIAS;3103009;
MG_ANTONIO_DIAS_(HEMATITA);3103009;
MG_ANTONIO_PRADO_DE_MINAS;3103108;
MG_ARACAI;3103207;
MG_ARACITABA;3103306;
MG_ARACUAI;3103405;
MG_ARACUAI_(ENGENHEIRO_SCHNOOR);3103405;
MG_ARACUAI_(ITIRA);3103405;
MG_ARAGUARI;3103504;
MG_ARAGUARI_(AMANHECE);3103504;
MG_ARAGUARI_(FLORESTINA);3103504;
MG_ARAGUARI_(PIRACAIBA);3103504;
MG_ARANTINA;3103603;
MG_ARAPONGA;3103702;
MG_ARAPONGA_(ESTEVAO_DE_ARAUJO);3103702;
MG_ARAPORA;3103751;
MG_ARAPUA;3103801;
MG_ARAUJOS;3103900;
MG_ARAXA;3104007;
MG_ARAXA_(ITAIPU_DE_ARAXA);3104007;
MG_ARCEBURGO;3104106;
MG_ARCOS;3104205;
MG_AREADO;3104304;
MG_ARGIRITA;3104403;
MG_ARICANDUVA;3104452;
MG_ARINOS;3104502;
MG_ARINOS_(PIC_SAGARANA);3104502;
MG_ARINOS_(VILA_BOM_JESUS);3104502;
MG_ASTOLFO_DUTRA;3104601;
MG_ASTOLFO_DUTRA_(SANTANA_DO_CAMPESTRE);3104601;
MG_ASTOLFO_DUTRA_(SOBRAL_PINTO);3104601;
MG_ATALEIA;3104700;
MG_ATALEIA_(FIDELANDIA);3104700;
MG_ATALEIA_(NOVO_HORIZONTE);3104700;
MG_ATALEIA_(SAO_MIGUEL);3104700;
MG_ATALEIA_(TIPITI);3104700;
MG_AUGUSTO_DE_LIMA;3104809;
MG_BAEPENDI;3104908;
MG_BALDIM;3105004;
MG_BALDIM_(AMANDA);3105004;
MG_BALDIM_(SAO_VICENTE);3105004;
MG_BALDIM_(VARGEM_GRANDE_DA_SERRA);3105004;
MG_BAMBUI;3105103;
MG_BANDEIRA;3105202;
MG_BANDEIRA_DO_SUL;3105301;
MG_BARAO_DE_COCAIS;3105400;
MG_BARAO_DE_COCAIS_(COCAIS);3105400;
MG_BARAO_DE_MONTE_ALTO;3105509;
MG_BARAO_DE_MONTE_ALTO_(CACHOEIRA_ALEGRE);3105509;
MG_BARAO_DE_MONTE_ALTO_(SILVEIRA_CARVALHO);3105509;
MG_BARBACENA;3105608;
MG_BARBACENA_(COLONIA_RODRIGO_SILVA);3105608;
MG_BARBACENA_(CORREIA_DE_ALMEIDA);3105608;
MG_BARBACENA_(COSTAS_DA_MANTIQUEIRA);3105608;
MG_BARBACENA_(FARIA);3105608;
MG_BARBACENA_(GALEGO);3105608;
MG_BARBACENA_(MANTIQUEIRA_DO_PALMITAL);3105608;
MG_BARBACENA_(PADRE_BRITO);3105608;
MG_BARBACENA_(PINHEIRO_GROSSO);3105608;
MG_BARBACENA_(PONTE_DO_COSME);3105608;
MG_BARBACENA_(PONTO_CHIQUE_DO_MARTELO);3105608;
MG_BARBACENA_(SAO_SEBASTIAO_DOS_TORRES);3105608;
MG_BARBACENA_(SENHORA_DAS_DORES);3105608;
MG_BARRA_LONGA;3105707;
MG_BARRA_LONGA_(BONFIM_DA_BARRA);3105707;
MG_BARROSO;3105905;
MG_BELA_VISTA_DE_MINAS;3106002;
MG_BELMIRO_BRAGA;3106101;
MG_BELMIRO_BRAGA_(PORTO_DAS_FLORES);3106101;
MG_BELMIRO_BRAGA_(SOBRAGI);3106101;
MG_BELMIRO_BRAGA_(TRES_ILHAS);3106101;
MG_BELO_HORIZONTE_(BARREIRO);3106200;
MG_BELO_HORIZONTE;3106200;
MG_BELO_HORIZONTE_(VENDA_NOVA);3106200;
MG_BELO_ORIENTE;3106309;
MG_BELO_ORIENTE_(BOM_JESUS_DO_BAGRE);3106309;
MG_BELO_ORIENTE_(PERPETUO_SOCORRO);3106309;
MG_BELO_ORIENTE_(SAO_SEBASTIAO_DE_BRAUNAS);3106309;
MG_BELO_VALE;3106408;
MG_BELO_VALE_(BOA_MORTE);3106408;
MG_BELO_VALE_(CHACARA_DOS_CORDEIROS);3106408;
MG_BELO_VALE_(ROCAS_NOVAS_DOS_BANDEIRANTES);3106408;
MG_BELO_VALE_(SANTANA_DO_PARAOPEBA);3106408;
MG_BELO_VALE_(SAO_SEBASTIAO_DAS_LAJES);3106408;
MG_BERILO;3106507;
MG_BERILO_(LELIVELDIA);3106507;
MG_BERIZAL;3106655;
MG_BERIZAL_(SERRA_DO_ANASTACIO);3106655;
MG_BERTOPOLIS;3106606;
MG_BERTOPOLIS_(UMBURANINHA);3106606;
MG_BETIM;3106705;
MG_BIAS_FORTES;3106804;
MG_BICAS;3106903;
MG_BICAS_(SANTA_HELENA_DE_BICAS);3106903;
MG_BIQUINHAS;3107000;
MG_BOA_ESPERANCA;3107109;
MG_BOCAINA_DE_MINAS;3107208;
MG_BOCAINA_DE_MINAS_(MIRANTAO);3107208;
MG_BOCAINA_DE_MINAS_(SANTO_ANTONIO_DO_ALTO_RIO_GRANDE);3107208;
MG_BOCAIUVA;3107307;
MG_BOCAIUVA_(ALTO_BELO);3107307;
MG_BOCAIUVA_(CAMILO_PRATES);3107307;
MG_BOCAIUVA_(ENGENHEIRO_DOLABELA);3107307;
MG_BOCAIUVA_(MACHADOS_SERRANO);3107307;
MG_BOCAIUVA_(PEDREGULHO_DO_VALE);3107307;
MG_BOCAIUVA_(SENTINELA);3107307;
MG_BOCAIUVA_(TERRA_BRANCA);3107307;
MG_BOM_DESPACHO;3107406;
MG_BOM_DESPACHO_(ENGENHO_DO_RIBEIRO);3107406;
MG_BOM_JARDIM_DE_MINAS;3107505;
MG_BOM_JARDIM_DE_MINAS_(TABUAO);3107505;
MG_BOM_JESUS_DA_PENHA;3107604;
MG_BOM_JESUS_DO_AMPARO;3107703;
MG_BOM_JESUS_DO_GALHO;3107802;
MG_BOM_JESUS_DO_GALHO_(PASSA_DEZ);3107802;
MG_BOM_JESUS_DO_GALHO_(QUARTEL_DO_SACRAMENTO);3107802;
MG_BOM_JESUS_DO_GALHO_(REVES_DO_BELEM);3107802;
MG_BOM_REPOUSO;3107901;
MG_BOM_SUCESSO;3108008;
MG_BOM_SUCESSO_(MACAIA);3108008;
MG_BOM_SUCESSO_(MACHADOS_DE_BOM_SUCESSO);3108008;
MG_BONFIM;3108107;
MG_BONFIM_(SANTO_ANTONIO_DA_VARGEM_ALEGRE);3108107;
MG_BONFINOPOLIS_DE_MINAS;3108206;
MG_BONITO_DE_MINAS;3108255;
MG_BONITO_DE_MINAS_(RAIZAMA);3108255;
MG_BONITO_DE_MINAS_(SAO_JOSE_DO_GIBAO);3108255;
MG_BORDA_DA_MATA;3108305;
MG_BORDA_DA_MATA_(CERVO);3108305;
MG_BORDA_DA_MATA_(SERTAOZINHO);3108305;
MG_BOTELHOS;3108404;
MG_BOTELHOS_(PALMEIRAL);3108404;
MG_BOTELHOS_(SAO_GONCALO_DE_BOTELHOS);3108404;
MG_BOTUMIRIM;3108503;
MG_BOTUMIRIM_(ADAO_COLARES);3108503;
MG_BOTUMIRIM_(CANTA_GALO_DE_BOTUMIRIM);3108503;
MG_BOTUMIRIM_(SANTA_CRUZ_DE_BOTUMIRIM);3108503;
MG_BRAS_PIRES;3108701;
MG_BRAS_PIRES_(RIBEIRAO_DE_SANTO_ANTONIO);3108701;
MG_BRASILANDIA_DE_MINAS;3108552;
MG_BRASILIA_DE_MINAS_(ANGICOS_DE_MINAS);3108602;
MG_BRASILIA_DE_MINAS;3108602;
MG_BRASILIA_DE_MINAS_(FERNAO_DIAS);3108602;
MG_BRASILIA_DE_MINAS_(RETIRO_DE_SANTO_ANTONIO);3108602;
MG_BRASILIA_DE_MINAS_(VARGEM_GRANDE_DO_BOM_JESUS);3108602;
MG_BRASILIA_DE_MINAS_(VILA_DE_FATIMA);3108602;
MG_BRAUNAS;3108800;
MG_BRAZOPOLIS;3108909;
MG_BRAZOPOLIS_(CRUZ_VERA);3108909;
MG_BRAZOPOLIS_(DIAS);3108909;
MG_BRAZOPOLIS_(LUMINOSA);3108909;
MG_BRUMADINHO;3109006;
MG_BRUMADINHO_(ARANHA);3109006;
MG_BRUMADINHO_(CONCEICAO_DE_ITAGUA);3109006;
MG_BRUMADINHO_(PIEDADE_DO_PARAOPEBA);3109006;
MG_BRUMADINHO_(SAO_JOSE_DO_PARAOPEBA);3109006;
MG_BUENO_BRANDAO;3109105;
MG_BUENOPOLIS;3109204;
MG_BUENOPOLIS_(CURIMATAI);3109204;
MG_BUGRE;3109253;
MG_BURITIS;3109303;
MG_BURITIS_(SAO_PEDRO_DO_PASSA_TRES);3109303;
MG_BURITIS_(SERRA_BONITA);3109303;
MG_BURITIS_(VILA_SERRANA);3109303;
MG_BURITIZEIRO;3109402;
MG_BURITIZEIRO_(CACHOEIRA_DO_MANTEIGA);3109402;
MG_BURITIZEIRO_(PAREDAO_DE_MINAS);3109402;
MG_BURITIZEIRO_(SAMBAIBA_DE_MINAS);3109402;
MG_CABECEIRA_GRANDE;3109451;
MG_CABECEIRA_GRANDE_(PALMITAL_DE_MINAS);3109451;
MG_CABO_VERDE;3109501;
MG_CABO_VERDE_(SAO_BARTOLOMEU_DE_MINAS);3109501;
MG_CABO_VERDE_(SERRA_DOS_LEMES);3109501;
MG_CACHOEIRA_DA_PRATA;3109600;
MG_CACHOEIRA_DE_MINAS;3109709;
MG_CACHOEIRA_DE_MINAS_(ITAIM);3109709;
MG_CACHOEIRA_DE_PAJEU_(AGUAS_ALTAS);3102704;
MG_CACHOEIRA_DE_PAJEU;3102704;
MG_CACHOEIRA_DE_PAJEU_(CATERIANGONGO);3102704;
MG_CACHOEIRA_DE_PAJEU_(TANCREDO_NEVES);3102704;
MG_CACHOEIRA_DOURADA;3109808;
MG_CAETANOPOLIS;3109907;
MG_CAETE;3110004;
MG_CAETE_(ANTONIO_DOS_SANTOS);3110004;
MG_CAETE_(MORRO_VERMELHO);3110004;
MG_CAETE_(PENEDIA);3110004;
MG_CAETE_(RANCHO_NOVO);3110004;
MG_CAETE_(ROCAS_NOVAS);3110004;
MG_CAIANA;3110103;
MG_CAJURI;3110202;
MG_CAJURI_(PARAGUAI);3110202;
MG_CALDAS;3110301;
MG_CALDAS_(LARANJEIRAS_DE_CALDAS);3110301;
MG_CALDAS_(SANTANA_DE_CALDAS);3110301;
MG_CALDAS_(SAO_PEDRO_DE_CALDAS);3110301;
MG_CAMACHO;3110400;
MG_CAMANDUCAIA;3110509;
MG_CAMANDUCAIA_(MONTE_VERDE);3110509;
MG_CAMANDUCAIA_(SAO_MATEUS_DE_MINAS);3110509;
MG_CAMBUI;3110608;
MG_CAMBUQUIRA;3110707;
MG_CAMPANARIO;3110806;
MG_CAMPANHA;3110905;
MG_CAMPESTRE;3111002;
MG_CAMPESTRE_(POSSES_DE_SAO_SEBASTIAO);3111002;
MG_CAMPINA_VERDE;3111101;
MG_CAMPINA_VERDE_(HONOROPOLIS);3111101;
MG_CAMPO_AZUL;3111150;
MG_CAMPO_AZUL_(VILA_SAO_JOSE);3111150;
MG_CAMPO_BELO;3111200;
MG_CAMPO_BELO_(PORTO_DOS_MENDES);3111200;
MG_CAMPO_DO_MEIO;3111309;
MG_CAMPO_FLORIDO;3111408;
MG_CAMPOS_ALTOS;3111507;
MG_CAMPOS_ALTOS_(SAO_JERONIMO_DOS_POCOES);3111507;
MG_CAMPOS_GERAIS;3111606;
MG_CAMPOS_GERAIS_(CORREGO_DO_OURO);3111606;
MG_CANA_VERDE;3111903;
MG_CANA_VERDE_(CERRADINHO);3111903;
MG_CANAA;3111705;
MG_CANAPOLIS;3111804;
MG_CANDEIAS;3112000;
MG_CANDEIAS_(VIEIRAS_BRAVOS);3112000;
MG_CANTAGALO;3112059;
MG_CAPARAO;3112109;
MG_CAPELA_NOVA;3112208;
MG_CAPELA_NOVA_(PALMEIRAS_DE_CAPELA_NOVA);3112208;
MG_CAPELINHA;3112307;
MG_CAPELINHA_(BOM_JESUS_DO_GALEGO);3112307;
MG_CAPELINHA_(CHAPADINHA_DO_IPE);3112307;
MG_CAPELINHA_(PONTE_NOVA_DE_CAPELINHA);3112307;
MG_CAPELINHA_(SAO_CAETANO_DA_SERRA);3112307;
MG_CAPETINGA;3112406;
MG_CAPETINGA_(GOIANASES);3112406;
MG_CAPIM_BRANCO;3112505;
MG_CAPINOPOLIS;3112604;
MG_CAPITAO_ANDRADE;3112653;
MG_CAPITAO_ENEAS_(CACAREMA);3112703;
MG_CAPITAO_ENEAS;3112703;
MG_CAPITAO_ENEAS_(SANTANA_DA_SERRA);3112703;
MG_CAPITOLIO;3112802;
MG_CAPUTIRA;3112901;
MG_CARAI;3113008;
MG_CARAI_(MARAMBAINHA);3113008;
MG_CARAI_(MARANHAO);3113008;
MG_CARAI_(PONTO_DO_MARAMBAIA);3113008;
MG_CARAI_(QUEIXADINHA);3113008;
MG_CARAI_(RIBEIRAO_DE_SANTANA);3113008;
MG_CARAI_(SANTA_LUIZA_DOS_CORUJAS);3113008;
MG_CARANAIBA;3113107;
MG_CARANDAI;3113206;
MG_CARANDAI_(HERMILO_ALVES);3113206;
MG_CARANDAI_(PEDRA_DO_SINO);3113206;
MG_CARANGOLA;3113305;
MG_CARANGOLA_(ALVORADA);3113305;
MG_CARANGOLA_(LACERDINHA);3113305;
MG_CARANGOLA_(PONTE_ALTA_DE_MINAS);3113305;
MG_CARATINGA;3113404;
MG_CARATINGA_(CORDEIRO_DE_MINAS);3113404;
MG_CARATINGA_(DOM_LARA);3113404;
MG_CARATINGA_(DOM_MODESTO);3113404;
MG_CARATINGA_(PATROCINIO_DE_CARATINGA);3113404;
MG_CARATINGA_(SANTA_EFIGENIA_DE_CARATINGA);3113404;
MG_CARATINGA_(SANTA_LUZIA_DE_CARATINGA);3113404;
MG_CARATINGA_(SANTO_ANTONIO_DO_MANHUACU);3113404;
MG_CARATINGA_(SAO_CANDIDO);3113404;
MG_CARATINGA_(SAO_JOAO_DO_JACUTINGA);3113404;
MG_CARATINGA_(SAPUCAIA);3113404;
MG_CARBONITA;3113503;
MG_CARBONITA_(ABADIA_DE_CARBONITA);3113503;
MG_CARBONITA_(MERCADINHO);3113503;
MG_CARBONITA_(MONTE_BELO_DE_CARBONITA);3113503;
MG_CARBONITA_(SANTANA_DE_CARBONITA);3113503;
MG_CAREACU;3113602;
MG_CARLOS_CHAGAS;3113701;
MG_CARLOS_CHAGAS_(EPAMINONDAS_OTONI);3113701;
MG_CARLOS_CHAGAS_(PRESIDENTE_PENA);3113701;
MG_CARMESIA;3113800;
MG_CARMO_DA_CACHOEIRA;3113909;
MG_CARMO_DA_CACHOEIRA_(PALMITAL_DO_CERVO);3113909;
MG_CARMO_DA_MATA;3114006;
MG_CARMO_DE_MINAS;3114105;
MG_CARMO_DO_CAJURU_(BOM_JESUS_DE_ANGICOS);3114204;
MG_CARMO_DO_CAJURU;3114204;
MG_CARMO_DO_CAJURU_(SANTO_ANTONIO_DA_SERRA);3114204;
MG_CARMO_DO_CAJURU_(SAO_JOSE_DOS_SALGADOS);3114204;
MG_CARMO_DO_PARANAIBA;3114303;
MG_CARMO_DO_PARANAIBA_(QUINTINOS);3114303;
MG_CARMO_DO_RIO_CLARO;3114402;
MG_CARMO_DO_RIO_CLARO_(ITACI);3114402;
MG_CARMO_DO_RIO_CLARO_(VILELANDIA);3114402;
MG_CARMOPOLIS_DE_MINAS_(BOM_JARDIM_DAS_PEDRAS);3114501;
MG_CARMOPOLIS_DE_MINAS;3114501;
MG_CARNEIRINHO;3114550;
MG_CARNEIRINHO_(ESTRELA_DA_BARRA);3114550;
MG_CARNEIRINHO_(FATIMA_DO_PONTAL);3114550;
MG_CARNEIRINHO_(SAO_SEBASTIAO_DO_PONTAL);3114550;
MG_CARRANCAS;3114600;
MG_CARVALHOPOLIS;3114709;
MG_CARVALHOS;3114808;
MG_CARVALHOS_(FRANCESES);3114808;
MG_CARVALHOS_(MUQUEM_DE_SAO_LAZARO);3114808;
MG_CASA_GRANDE;3114907;
MG_CASCALHO_RICO;3115003;
MG_CASSIA;3115102;
MG_CATAGUASES;3115300;
MG_CATAGUASES_(ARACATI_DE_MINAS);3115300;
MG_CATAGUASES_(CATAGUARINO);3115300;
MG_CATAGUASES_(GLORIA_DE_CATAGUASES);3115300;
MG_CATAGUASES_(SERENO);3115300;
MG_CATAGUASES_(VISTA_ALEGRE);3115300;
MG_CATAS_ALTAS_DA_NORUEGA;3115409;
MG_CATAS_ALTAS;3115359;
MG_CATAS_ALTAS_(MORRO_D_AGUA_QUENTE);3115359;
MG_CATUJI;3115458;
MG_CATUTI;3115474;
MG_CATUTI_(BARREIRO_BRANCO);3115474;
MG_CAXAMBU;3115508;
MG_CEDRO_DO_ABAETE;3115607;
MG_CENTRAL_DE_MINAS;3115706;
MG_CENTRAL_DE_MINAS_(FLORESTA);3115706;
MG_CENTRALINA;3115805;
MG_CHACARA;3115904;
MG_CHALE;3116001;
MG_CHALE_(AGUA_LIMPA_DE_CHALE);3116001;
MG_CHALE_(PENHA_DO_COCO);3116001;
MG_CHALE_(PROFESSOR_SPERBER);3116001;
MG_CHAPADA_DO_NORTE_(CACHOEIRA_DO_NORTE);3116100;
MG_CHAPADA_DO_NORTE;3116100;
MG_CHAPADA_DO_NORTE_(GRANJAS_DO_NORTE);3116100;
MG_CHAPADA_DO_NORTE_(SANTA_RITA_DO_ARACUAI);3116100;
MG_CHAPADA_DO_NORTE_(SAO_SEBASTIAO_DA_BOA_VISTA);3116100;
MG_CHAPADA_GAUCHA;3116159;
MG_CHAPADA_GAUCHA_(SERRA_DAS_ARARAS);3116159;
MG_CHAPADA_GAUCHA_(VILA_BOM_JESUS_DE_MINAS);3116159;
MG_CHAPADA_GAUCHA_(VILA_RETIRO_VELHO);3116159;
MG_CHIADOR;3116209;
MG_CHIADOR_(PENHA_LONGA);3116209;
MG_CIPOTANEA;3116308;
MG_CLARAVAL;3116407;
MG_CLARO_DOS_POCOES_(BOA_SORTE_DE_CLARO_DOS_POCOES);3116506;
MG_CLARO_DOS_POCOES;3116506;
MG_CLARO_DOS_POCOES_(VISTA_ALEGRE);3116506;
MG_CLAUDIO;3116605;
MG_CLAUDIO_(MONSENHOR_JOAO_ALEXANDRE);3116605;
MG_COIMBRA;3116704;
MG_COLUNA;3116803;
MG_COMENDADOR_GOMES;3116902;
MG_COMERCINHO;3117009;
MG_COMERCINHO_(AGUA_BRANCA_DE_MINAS);3117009;
MG_COMERCINHO_(TABOA);3117009;
MG_CONCEICAO_DA_APARECIDA;3117108;
MG_CONCEICAO_DA_BARRA_DE_MINAS;3115201;
MG_CONCEICAO_DAS_ALAGOAS;3117306;
MG_CONCEICAO_DAS_ALAGOAS_(PONCIANOS);3117306;
MG_CONCEICAO_DAS_PEDRAS;3117207;
MG_CONCEICAO_DE_IPANEMA;3117405;
MG_CONCEICAO_DO_MATO_DENTRO_(BREJAUBA);3117504;
MG_CONCEICAO_DO_MATO_DENTRO_(CAPITAO_FELIZARDO);3117504;
MG_CONCEICAO_DO_MATO_DENTRO;3117504;
MG_CONCEICAO_DO_MATO_DENTRO_(CORREGOS);3117504;
MG_CONCEICAO_DO_MATO_DENTRO_(COSTA_SENA);3117504;
MG_CONCEICAO_DO_MATO_DENTRO_(ITACOLOMI);3117504;
MG_CONCEICAO_DO_MATO_DENTRO_(OURO_FINO_DO_MATO_DENTRO);3117504;
MG_CONCEICAO_DO_MATO_DENTRO_(SANTO_ANTONIO_DO_CRUZEIRO);3117504;
MG_CONCEICAO_DO_MATO_DENTRO_(SANTO_ANTONIO_DO_NORTE);3117504;
MG_CONCEICAO_DO_MATO_DENTRO_(SAO_SEBASTIAO_DO_BOM_SUCESSO);3117504;
MG_CONCEICAO_DO_MATO_DENTRO_(SENHORA_DO_SOCORRO);3117504;
MG_CONCEICAO_DO_MATO_DENTRO_(TABULEIRO_DO_MATO_DENTRO);3117504;
MG_CONCEICAO_DO_MATO_DENTRO_(TRES_BARRAS_DO_MATO_DENTRO);3117504;
MG_CONCEICAO_DO_PARA;3117603;
MG_CONCEICAO_DO_RIO_VERDE_(AGUAS_DE_CONTENDAS);3117702;
MG_CONCEICAO_DO_RIO_VERDE;3117702;
MG_CONCEICAO_DOS_OUROS;3117801;
MG_CONEGO_MARINHO;3117836;
MG_CONEGO_MARINHO_(CRUZ_DOS_ARAUJOS);3117836;
MG_CONEGO_MARINHO_(OLHOS_D_AGUA_DO_BOM_JESUS);3117836;
MG_CONEGO_MARINHO_(SANTO_ANTONIO_DA_VACA_PRETA);3117836;
MG_CONEGO_MARINHO_(SAO_JOSE_DE_MACAUBAS);3117836;
MG_CONFINS;3117876;
MG_CONGONHAL;3117900;
MG_CONGONHAS;3118007;
MG_CONGONHAS_DO_NORTE;3118106;
MG_CONGONHAS_DO_NORTE_(SANTA_CRUZ_DOS_ALVES);3118106;
MG_CONGONHAS_(ALTO_MARANHAO);3118007;
MG_CONGONHAS_(LOBO_LEITE);3118007;
MG_CONQUISTA;3118205;
MG_CONQUISTA_(GUAXIMA);3118205;
MG_CONQUISTA_(JUBAI);3118205;
MG_CONSELHEIRO_LAFAIETE_(BUARQUE_DE_MACEDO);3118304;
MG_CONSELHEIRO_LAFAIETE;3118304;
MG_CONSELHEIRO_PENA_(BARRA_DO_CUIETE);3118403;
MG_CONSELHEIRO_PENA_(BUENO);3118403;
MG_CONSELHEIRO_PENA;3118403;
MG_CONSELHEIRO_PENA_(CUIETE_VELHO);3118403;
MG_CONSELHEIRO_PENA_(FERRUGINHA);3118403;
MG_CONSELHEIRO_PENA_(PENHA_DO_NORTE);3118403;
MG_CONSOLACAO;3118502;
MG_CONTAGEM;3118601;
MG_CONTAGEM_(PARQUE_INDUSTRIAL);3118601;
MG_COQUEIRAL;3118700;
MG_COQUEIRAL_(FREI_EUSTAQUIO);3118700;
MG_CORACAO_DE_JESUS_(ALVACAO);3118809;
MG_CORACAO_DE_JESUS_(ARISTIDES_BATISTA);3118809;
MG_CORACAO_DE_JESUS;3118809;
MG_CORACAO_DE_JESUS_(LUIZ_PIRES_DE_MINAS);3118809;
MG_CORACAO_DE_JESUS_(PONTE_DOS_CIGANOS);3118809;
MG_CORACAO_DE_JESUS_(SAO_GERALDO);3118809;
MG_CORACAO_DE_JESUS_(SAO_JOAQUIM);3118809;
MG_CORDISBURGO;3118908;
MG_CORDISBURGO_(LAGOA_BONITA);3118908;
MG_CORDISLANDIA;3119005;
MG_CORINTO;3119104;
MG_CORINTO_(BELTRAO);3119104;
MG_CORINTO_(CONTRIA);3119104;
MG_COROACI;3119203;
MG_COROACI_(CONCEICAO_DE_TRONQUEIRAS);3119203;
MG_COROACI_(SAO_SEBASTIAO_DO_BUGRE);3119203;
MG_COROMANDEL;3119302;
MG_COROMANDEL_(ALEGRE);3119302;
MG_COROMANDEL_(LAGAMAR_DOS_COQUEIROS);3119302;
MG_COROMANDEL_(MATEIRO);3119302;
MG_COROMANDEL_(PANTANO_DE_SANTA_CRUZ);3119302;
MG_COROMANDEL_(SANTA_ROSA_DOS_DOURADOS);3119302;
MG_CORONEL_FABRICIANO;3119401;
MG_CORONEL_FABRICIANO_(SENADOR_MELO_VIANA);3119401;
MG_CORONEL_MURTA_(BARRA_DO_SALINAS);3119500;
MG_CORONEL_MURTA;3119500;
MG_CORONEL_MURTA_(FREIRE_CARDOSO);3119500;
MG_CORONEL_PACHECO;3119609;
MG_CORONEL_XAVIER_CHAVES;3119708;
MG_CORREGO_DANTA_(CACHOEIRINHA);3119807;
MG_CORREGO_DANTA;3119807;
MG_CORREGO_DO_BOM_JESUS;3119906;
MG_CORREGO_FUNDO;3119955;
MG_CORREGO_NOVO;3120003;
MG_COUTO_DE_MAGALHAES_DE_MINAS;3120102;
MG_CRISOLITA;3120151;
MG_CRISOLITA_(NOVA_SANTA_LUZIA);3120151;
MG_CRISTAIS;3120201;
MG_CRISTALIA;3120300;
MG_CRISTIANO_OTONI;3120409;
MG_CRISTIANO_OTONI_(SAO_CAETANO);3120409;
